date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:55:06	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2004%20Mar%202023%2008:25:07%20GMT	http://starttambola.com/publish/themeStore/db/100010/img/bg.png	C:/My%20Web%20Sites/TAMOBLA/starttambola.com/publish/themeStore/db/100010/img/bg.20.delayed	(from https://daynightonline.in/ticket100010.html)
13:55:08	39244/39244	---M--	200	added ('OK')	image/png	etag:%22994c-635982f2-1ed0bb6a8d207cce;;;%22	https://starttambola.com/publish/themeStore/db/100010/img/bg.png	C:/My%20Web%20Sites/TAMOBLA/starttambola.com/publish/themeStore/db/100010/img/bg.png	(from https://daynightonline.in/ticket100010.html)
13:55:08	95931/95931	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.2/jquery.min.js	C:/My%20Web%20Sites/TAMOBLA/ajax.googleapis.com/ajax/libs/jquery/1.11.2/jquery.min.js	(from https://daynightonline.in/Ui/adminUi/)
13:55:09	88620/88620	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03e9d-15a2c%22	https://cdnjs.cloudflare.com/ajax/libs/html2canvas/0.4.1/html2canvas.js	C:/My%20Web%20Sites/TAMOBLA/cdnjs.cloudflare.com/ajax/libs/html2canvas/0.4.1/html2canvas.js	(from https://daynightonline.in/Ui/adminUi/)
13:55:10	54162/54162	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d392-63f8b396-e064557814b307f9;gz%22	https://daynightonline.in/Ui/adminUi/js/home.js?v=77	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/js/home512a.js	(from https://daynightonline.in/Ui/adminUi/)
13:55:10	11170/11170	---M-Z	200	added ('OK')	application/x-javascript	etag:%222ba2-63f8b396-f745b978cc878d79;gz%22	https://daynightonline.in/Ui/adminUi/js/ticketTypeDetector.js?v=16	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/js/ticketTypeDetectorfb74.js	(from https://daynightonline.in/Ui/adminUi/)
13:55:10	367/367	---M-Z	200	added ('OK')	application/x-javascript	etag:%2216f-63f8b396-d170d1de424a6a74;gz%22	https://daynightonline.in/Ui/adminUi/js/filterChar.js	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/js/filterChar.js	(from https://daynightonline.in/Ui/adminUi/)
13:55:11	43/43	---M-Z	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2008:25:11%20GMT	https://daynightonline.in/Ui/adminUi/php/printPoster.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/printPoster.php	(from https://daynightonline.in/Ui/adminUi/)
13:55:12	20349/20349	---M-Z	200	added ('OK')	application/x-javascript	etag:%224f7d-63f8b396-ff131db9e509a0c2;gz%22	https://daynightonline.in/Ui/agentUi/js/home.js?v=53	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/agentUi/js/home41c3.js	(from https://daynightonline.in/Ui/agentUi/)
13:55:13	11170/11170	---M-Z	200	added ('OK')	application/x-javascript	etag:%222ba2-63f8b396-bfa9422b3216025c;gz%22	https://daynightonline.in/Ui/agentUi/js/ticketTypeDetector.js?v=1	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/agentUi/js/ticketTypeDetector3860.js	(from https://daynightonline.in/Ui/agentUi/)
13:55:13	411/411	---M-Z	200	added ('OK')	application/x-javascript	etag:%2219b-63f8b396-cd0fd0d66e491d7e;gz%22	https://daynightonline.in/Ui/userUi/js/filter.js	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/userUi/js/filter.js	(from https://daynightonline.in/home100010.html)
13:55:13	0/-1	---M--	302	error ('')			https://daynightonline.in/checkLegitimacy.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/checkLegitimacy.2c.delayed	(from https://daynightonline.in/home100010.html)
13:55:14	500327/500327	---M--	200	added ('OK')	image/png	etag:%227a267-63f8b396-d74dba8f91f56627;;;%22	https://daynightonline.in/Ui/imgAsset/wallpaper.png	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/imgAsset/wallpaper.png	(from https://daynightonline.in/Ui/adminUi/)
13:55:14	31571/31571	---M--	200	added ('OK')	audio/mpeg	etag:%227b53-63f8b396-ac00c9c6061e72bf;;;%22	https://daynightonline.in/Ui/sfx/betit.mp3	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/sfx/betit.mp3	(from https://daynightonline.in/home100010.html)
13:55:14	5186/5186	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:15%20GMT	https://daynightonline.in/Ui/userUi/php/searchTicket.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/userUi/php/searchTicket.html	(from https://daynightonline.in/home100010.html)
13:55:14	28144/28144	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:15%20GMT	https://daynightonline.in/Ui/userUi/php/searchTicketByWinType.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/userUi/php/searchTicketByWinType.html	(from https://daynightonline.in/home100010.html)
13:55:15	49721/49721	---M--	200	added ('OK')	audio/mpeg	etag:%22c239-63f8b396-cb01cc2d84197428;;;%22	https://daynightonline.in/tambolaCallMp3/game%20has%20started.mp3	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/tambolaCallMp3/game%20has%20started.mp3	(from https://daynightonline.in/home100010.html)
13:55:15	364115/364115	---M--	200	added ('OK')	audio/mpeg	etag:%2258e53-63f8b396-ed94b583ad65845;;;%22	https://daynightonline.in/tambolaCallMp3/GAME%20IS%20LIVE.mp3	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/tambolaCallMp3/GAME%20IS%20LIVE.mp3	(from https://daynightonline.in/home100010.html)
13:55:15	33106/33106	---M--	200	added ('OK')	audio/mpeg	etag:%228152-63f8b396-796f8b12369ca6c7;;;%22	https://daynightonline.in/Ui/sfx/loss.mp3	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/sfx/loss.mp3	(from https://daynightonline.in/home100010.html)
13:55:15	191317/191317	---M--	200	added ('OK')	audio/mpeg	etag:%222eb55-63f8b396-e967d698a0bf055d;;;%22	https://daynightonline.in/Ui/sfx/winning.mp3	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/sfx/winning.mp3	(from https://daynightonline.in/home100010.html)
13:55:15	93741/93741	---M--	200	added ('OK')	audio/mpeg	etag:%2216e2d-63f8b396-a0997c392cea74ca;;;%22	https://daynightonline.in/tambolaCallMp3/GAME%20IS%20OVER.mp3	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/tambolaCallMp3/GAME%20IS%20OVER.mp3	(from https://daynightonline.in/home100010.html)
13:55:16	53752/53752	---M--	200	added ('OK')	audio/mpeg	etag:%22d1f8-63f8b396-253a9517d24fe099;;;%22	https://daynightonline.in/tambolaCallMp3/congratulations.mp3	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/tambolaCallMp3/congratulations.mp3	(from https://daynightonline.in/home100010.html)
13:55:16	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:17%20GMT	https://daynightonline.in/Ui/adminUi/php/searchTicket.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/searchTicket.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:17	174/174	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:18%20GMT	https://daynightonline.in/Ui/adminUi/php/login.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/login.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:18	45868/45868	---M-Z	200	added ('OK')	text/html	etag:%22b32c-63f8b396-5b41e59ea90e4752;gz%22	https://daynightonline.in/Ui/adminUi/home.html	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/home.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:18	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:19%20GMT	https://daynightonline.in/Ui/adminUi/php/saveJsonFile.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/saveJsonFile.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:19	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:19%20GMT	https://daynightonline.in/Ui/adminUi/php/getJsonFile.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/getJsonFile.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:19	363/363	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:20%20GMT	https://daynightonline.in/Ui/adminUi/php/getBusinessInfo.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/getBusinessInfo.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:19	552/552	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:20%20GMT	https://daynightonline.in/Ui/adminUi/php/getDividentList.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/getDividentList.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:20	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:20%20GMT	https://daynightonline.in/Ui/adminUi/php/getSoldTicket.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/getSoldTicket.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:21	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:21%20GMT	https://daynightonline.in/Ui/adminUi/php/getAgentList.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/getAgentList.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:21	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:22%20GMT	https://daynightonline.in/Ui/adminUi/php/getAllTicket.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/getAllTicket.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:22	92/92	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:23%20GMT	https://daynightonline.in/Ui/adminUi/php/getRenewJson.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/getRenewJson.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:23	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:23%20GMT	https://daynightonline.in/Ui/adminUi/php/getTicketDetail.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/getTicketDetail.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:23	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:23%20GMT	https://daynightonline.in/Ui/adminUi/php/getAgentDetail.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/getAgentDetail.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:23	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:24%20GMT	https://daynightonline.in/Ui/adminUi/php/addAgent.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/addAgent.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:23	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:24%20GMT	https://daynightonline.in/Ui/adminUi/php/saveAgent.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/saveAgent.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:24	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:24%20GMT	https://daynightonline.in/Ui/adminUi/php/delAgent.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/delAgent.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:24	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:25%20GMT	https://daynightonline.in/Ui/adminUi/php/saveTNO.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/saveTNO.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:24	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:25%20GMT	https://daynightonline.in/Ui/adminUi/php/resetTNO.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/resetTNO.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:24	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:25%20GMT	https://daynightonline.in/Ui/adminUi/php/book.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/book.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:25	14/14	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:25%20GMT	https://daynightonline.in/api/gameApi/generateWinTicket.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/api/gameApi/generateWinTicket.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:25	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:26%20GMT	https://daynightonline.in/Ui/adminUi/php/resetCall.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/resetCall.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:25	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:26%20GMT	https://daynightonline.in/Ui/adminUi/php/resetTicket.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/resetTicket.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:26	12/12	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:26%20GMT	https://daynightonline.in/Ui/adminUi/php/resetAgent.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/resetAgent.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:26	7/7	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:27%20GMT	https://daynightonline.in/Ui/adminUi/php/addTicketBackup.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/adminUi/php/addTicketBackup.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:26	2559/2559	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:27%20GMT	https://daynightonline.in/Ui/commonApi/getLastTicket.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/commonApi/getLastTicket.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:27	2389/2389	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:27%20GMT	https://daynightonline.in/Ui/commonApi/getLastWinner.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/commonApi/getLastWinner.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:27	218/218	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:28%20GMT	https://daynightonline.in/Ui/commonApi/getLastNumber.php	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/commonApi/getLastNumber.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
13:55:27	318/318	---M-Z	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2008:25:28%20GMT	https://daynightonline.in/Ui/commonApi/getLastBusiness.php?type=admin	C:/My%20Web%20Sites/TAMOBLA/daynightonline.in/Ui/commonApi/getLastBusinessaa94.html	(from https://daynightonline.in/Ui/adminUi/js/home.js?v=77)
